file,jd,exptime,diff_flux,diff_flux_err,target_flux_rate,comparison_ensemble_flux_rate,n_comparisons,registered,frame_artifact,good,reject_reason,minutes,diff_flux_norm
light_AMCVn_V_35s_2026_05_20-0007_flat_4s_masked_clipmean_cal.fits,2461181.7863908564,35.0,0.9825128226382009,0.009441209937311993,457.34607674734934,1.0276040147448744,6,True,False,True,ok,84.35549966990948,0.9770341385587881
light_AMCVn_V_35s_2026_05_20-0008_flat_4s_masked_clipmean_cal.fits,2461181.7868951387,35.0,0.9532404988600635,0.009200820871818427,443.4692356654576,1.0270227726067491,6,True,False,True,ok,85.08166618645191,0.9479250429956474
light_AMCVn_V_35s_2026_05_20-0009_flat_4s_masked_clipmean_cal.fits,2461181.7873987267,35.0,0.9661404257392908,0.009329771001040252,443.9720319475446,1.0144588133126007,6,True,False,True,ok,85.80683290958405,0.9607530373541072
light_AMCVn_V_35s_2026_05_20-0010_flat_4s_masked_clipmean_cal.fits,2461181.7879017363,35.0,0.9915789954973142,0.009466497900850059,455.388531930106,1.0138502962266682,6,True,False,True,ok,86.53116680681705,0.9860497566609964
light_AMCVn_V_35s_2026_05_20-0011_flat_4s_masked_clipmean_cal.fits,2461181.78840625,35.0,1.0133428960796684,0.010161375698029372,432.1224600655692,0.9413897687944757,6,True,False,True,ok,87.25766658782959,1.0076922974678046
light_AMCVn_V_35s_2026_05_20-0012_flat_4s_masked_clipmean_cal.fits,2461181.788910301,35.0,0.9650293619211724,0.009147511790235246,450.7798130580357,1.0312002109145644,6,True,False,True,ok,87.98349983990192,0.959648169045616
light_AMCVn_V_35s_2026_05_20-0013_flat_4s_masked_clipmean_cal.fits,2461181.7894148147,35.0,0.9821364621828665,0.009713116299448009,425.62242998395647,0.9566910996245556,6,True,False,True,ok,88.70999962091446,0.9766598767631223
light_AMCVn_V_35s_2026_05_20-0014_flat_4s_masked_clipmean_cal.fits,2461181.789919329,35.0,0.9865867470658091,0.009280265089440888,458.57488316127234,1.0261103028817566,6,True,False,True,ok,89.43650007247925,0.981085345985266
light_AMCVn_V_35s_2026_05_20-0015_flat_4s_masked_clipmean_cal.fits,2461181.7904230324,35.0,0.9996446165836774,0.009584926506786396,452.72025277273997,0.9997774875459391,6,True,False,True,ok,90.1618330925703,0.9940704022632557
light_AMCVn_V_35s_2026_05_20-0016_flat_4s_masked_clipmean_cal.fits,2461181.7909267363,35.0,1.00887787233533,0.00967033925904419,447.67705688476565,0.9795921637350169,6,True,False,True,ok,90.88716678321362,1.003252171571045
light_AMCVn_V_35s_2026_05_20-0017_flat_4s_masked_clipmean_cal.fits,2461181.7914305557,35.0,0.9907071089951134,0.009824484605604034,431.37191489083426,0.9612263074798388,6,True,False,True,ok,91.61266677081585,0.9851827319688286
light_AMCVn_V_35s_2026_05_20-0018_flat_4s_masked_clipmean_cal.fits,2461181.7919336804,35.0,1.00914938837648,0.009489311646158582,454.6415579659598,0.994563991398425,6,True,False,True,ok,92.33716629445553,1.0035221735855302
light_AMCVn_V_35s_2026_05_20-0019_flat_4s_masked_clipmean_cal.fits,2461181.7924377313,35.0,1.0142984439004747,0.009564738582125542,465.6016775948661,1.0133695226814794,6,True,False,True,ok,93.06299954652786,1.008642516966667
light_AMCVn_V_35s_2026_05_20-0020_flat_4s_masked_clipmean_cal.fits,2461181.7929409724,35.0,1.031159651968194,0.009494055913921254,477.79534018380303,1.0229044313424385,6,True,False,True,ok,93.78766670823097,1.025409703633269
light_AMCVn_V_35s_2026_05_20-0021_flat_4s_masked_clipmean_cal.fits,2461181.7934445604,35.0,1.0100331182602615,0.009427972778441386,459.2846915108817,1.0038421272094757,6,True,False,True,ok,94.5128334313631,1.0044009756182617
