file,jd,minutes,diff_flux,diff_flux_err,target_flux_rate,comparison_ensemble_flux_rate,n_comps,n_sources,good,reject_reason
light_V0399_V_8s_2026_05_20-0094_flat_0p3_late_bias_cal.fits,2461181.706882639,25.662333145737648,144.8562825220053,2068.7237228856325,220744.19573020935,1523.884169101715,11,31,True,ok
light_V0399_V_8s_2026_05_20-0095_flat_0p3_late_bias_cal.fits,2461181.7070737267,25.93749962747097,142.25647581146754,2038.0732067283368,257497.88716125488,1810.0960655212402,11,33,True,ok
light_V0399_V_8s_2026_05_20-0096_flat_0p3_late_bias_cal.fits,2461181.7072653933,26.21349960565567,146.01393153445397,2117.383988487407,276574.8903808594,1894.1678199768066,11,31,True,ok
light_V0399_V_8s_2026_05_20-0097_flat_0p3_late_bias_cal.fits,2461181.707456597,26.48883305490017,145.33040396331532,2048.0955436379545,248023.498046875,1706.6181011199951,11,32,True,ok
light_V0399_V_8s_2026_05_20-0098_flat_0p3_late_bias_cal.fits,2461181.7076488426,26.765666529536247,146.85740585747143,2121.2190612701397,238526.73048591614,1624.2063455581665,11,34,True,ok
light_V0399_V_8s_2026_05_20-0099_flat_0p3_late_bias_cal.fits,2461181.707839815,27.040666714310646,144.34731013436414,2089.105497933394,275634.7908592224,1909.5249547958374,11,35,True,ok
light_V0399_V_8s_2026_05_20-0100_flat_0p3_late_bias_cal.fits,2461181.7080314816,27.316666692495346,146.67974408872618,2111.607638501981,229199.96141815186,1562.587682723999,11,33,True,ok
light_V0399_V_8s_2026_05_20-0101_flat_0p3_late_bias_cal.fits,2461181.7082226854,27.592000141739845,144.45619286014883,2081.2445855240076,270164.6859512329,1870.2187881469727,11,34,True,ok
light_V0399_V_8s_2026_05_20-0102_flat_0p3_late_bias_cal.fits,2461181.7084144675,27.86816641688347,150.35598504221917,2213.109536744122,230227.1424255371,1531.2136883735657,11,32,True,ok
light_V0399_V_8s_2026_05_20-0103_flat_0p3_late_bias_cal.fits,2461181.7086069444,28.145333155989647,144.31417694720065,2079.1164815353895,254406.69688415527,1762.8669772148132,11,31,True,ok
light_V0399_V_8s_2026_05_20-0104_flat_0p3_late_bias_cal.fits,2461181.708799537,28.42266619205475,150.14608980964115,2293.467121306146,218690.84701919556,1456.5204281806946,11,29,True,ok
light_V0399_V_8s_2026_05_20-0105_flat_0p3_late_bias_cal.fits,2461181.7089913194,28.698833137750626,146.77366197593972,2084.4380031443666,219466.10537719727,1495.2689905166626,11,30,True,ok
light_V0399_V_8s_2026_05_20-0106_flat_0p3_late_bias_cal.fits,2461181.709182986,28.974833115935326,148.29385263653063,2121.8688552298668,262697.68003845215,1771.4670929908752,11,30,True,ok
light_V0399_V_8s_2026_05_20-0107_flat_0p3_late_bias_cal.fits,2461181.7093744213,29.250499829649925,142.27906518893704,2040.220262313076,260122.1408996582,1828.253092288971,11,36,True,ok
light_V0399_V_8s_2026_05_20-0108_flat_0p3_late_bias_cal.fits,2461181.7095659724,29.526333510875702,143.7808688431452,2051.566780939916,265232.46862983704,1844.6993036270142,11,30,True,ok
light_V0399_V_8s_2026_05_20-0109_flat_0p3_late_bias_cal.fits,2461181.7097577546,29.802499786019325,146.45746309898192,2130.9511741257465,262552.0541381836,1792.684705734253,11,32,True,ok
