raw_file,reduced_file,flat,exptime,jd,max_adu_raw,max_adu_cal
light_V0399_V_8s_2026_05_20-0001.fit,light_V0399_V_8s_2026_05_20-0001_flat_0p3_early_bias_cal.fits,flat_0p3_early_bias,8.0,2461181.689061574,49081.0,48204.27170631404
light_V0399_V_8s_2026_05_20-0002.fit,light_V0399_V_8s_2026_05_20-0002_flat_0p3_early_bias_cal.fits,flat_0p3_early_bias,8.0,2461181.689252662,49258.0,48500.069318240974
light_V0399_V_8s_2026_05_20-0003.fit,light_V0399_V_8s_2026_05_20-0003_flat_0p3_early_bias_cal.fits,flat_0p3_early_bias,8.0,2461181.68944375,47289.0,46541.3648471587
light_V0399_V_8s_2026_05_20-0004.fit,light_V0399_V_8s_2026_05_20-0004_flat_0p3_early_bias_cal.fits,flat_0p3_early_bias,8.0,2461181.6896349536,48882.0,48126.03535118819
light_V0399_V_8s_2026_05_20-0005.fit,light_V0399_V_8s_2026_05_20-0005_flat_0p3_early_bias_cal.fits,flat_0p3_early_bias,8.0,2461181.6898260415,46275.0,45748.95463502576
light_V0399_V_8s_2026_05_20-0006.fit,light_V0399_V_8s_2026_05_20-0006_flat_0p3_early_bias_cal.fits,flat_0p3_early_bias,8.0,2461181.6900171298,52584.0,52054.64040594699
light_V0399_V_8s_2026_05_20-0007.fit,light_V0399_V_8s_2026_05_20-0007_flat_0p3_early_bias_cal.fits,flat_0p3_early_bias,8.0,2461181.6902081016,52909.0,52156.93367507464
light_V0399_V_8s_2026_05_20-0008.fit,light_V0399_V_8s_2026_05_20-0008_flat_0p3_early_bias_cal.fits,flat_0p3_early_bias,8.0,2461181.690400463,53701.0,52913.08652713617
light_V0399_V_8s_2026_05_20-0009.fit,light_V0399_V_8s_2026_05_20-0009_flat_0p3_early_bias_cal.fits,flat_0p3_early_bias,8.0,2461181.690591667,45981.0,45121.182338543804
light_V0399_V_8s_2026_05_20-0010.fit,light_V0399_V_8s_2026_05_20-0010_flat_0p3_early_bias_cal.fits,flat_0p3_early_bias,8.0,2461181.690783102,51951.0,51355.648568313954
