file,jd,object_id,role,x,y,flux,flux_err,flux_rate,flux_rate_err,flag,dx,dy
light_V_8s_2026_05_20-0052_flat_0p3_late_bias_cal.fits,2461181.681955324,target_V0399_direct,target,1865.0588553233822,623.997471819856,1641316.7218322754,4737.937614230548,205164.59022903442,592.2422017788185,ok,22.128776824278475,-85.87217683543844
light_V_8s_2026_05_20-0052_flat_0p3_late_bias_cal.fits,2461181.681955324,DN_UMa_direct,check,1790.3060154983673,678.4287949701669,2485103.4267578125,8324.86157619665,310637.92834472656,1040.6076970245813,ok,22.128776824278475,-85.87217683543844
light_V_8s_2026_05_20-0052_flat_0p3_late_bias_cal.fits,2461181.681955324,gaia_774287774887292672_src5,comparison,1913.772405650585,1087.3625631965424,87.85848999023438,45.907380322269816,10.982311248779297,5.738422540283727,ok,22.128776824278475,-85.87217683543844
light_V_8s_2026_05_20-0052_flat_0p3_late_bias_cal.fits,2461181.681955324,gaia_774288805679445888_src7,comparison,1790.1240269565744,1344.1773138464425,-54.08625030517578,43.325601831268266,-6.760781288146973,5.415700228908533,nonpositive_flux,22.128776824278475,-85.87217683543844
light_V_8s_2026_05_20-0052_flat_0p3_late_bias_cal.fits,2461181.681955324,gaia_774289041901756032_src4,comparison,1874.2732507991366,1446.7806320565508,45.8753662109375,45.31199738122252,5.7344207763671875,5.663999672652815,ok,22.128776824278475,-85.87217683543844
light_V_8s_2026_05_20-0052_flat_0p3_late_bias_cal.fits,2461181.681955324,gaia_774271076054448768_src2,comparison,1490.63694610472,265.26763692763393,-45.067649841308594,43.305713416321716,-5.633456230163574,5.4132141770402145,nonpositive_flux,22.128776824278475,-85.87217683543844
light_V_8s_2026_05_20-0052_flat_0p3_late_bias_cal.fits,2461181.681955324,gaia_774272862760870784_src1,comparison,599.8900770227914,83.69169979188567,16.2667236328125,41.53712022173875,2.0333404541015625,5.192140027717344,ok,22.128776824278475,-85.87217683543844
light_V_8s_2026_05_20-0052_flat_0p3_late_bias_cal.fits,2461181.681955324,gaia_774384016513181696_src3,comparison,261.50938644915624,1044.675620515978,-7.9839935302734375,45.038056322432965,-0.9979991912841797,5.629757040304121,nonpositive_flux,22.128776824278475,-85.87217683543844
light_V_8s_2026_05_20-0052_flat_0p3_late_bias_cal.fits,2461181.681955324,gaia_774289488578357504_src6,comparison,827.2016171856127,963.6507871747224,0.9591064453125,43.257850047439064,0.1198883056640625,5.407231255929883,ok,22.128776824278475,-85.87217683543844
light_V_8s_2026_05_20-0052_flat_0p3_late_bias_cal.fits,2461181.681955324,gaia_774290626745586944_src8,comparison,912.1251364942239,1310.7219311519214,49.586524963378906,43.000173278594026,6.198315620422363,5.375021659824253,ok,22.128776824278475,-85.87217683543844
light_V_8s_2026_05_20-0053_flat_0p3_late_bias_cal.fits,2461181.682147222,target_V0399_direct,target,1866.8377426253483,623.7426887724816,1731439.4846343994,4667.029311633423,216429.93557929993,583.3786639541779,ok,23.889873501868237,-86.10269543156005
light_V_8s_2026_05_20-0053_flat_0p3_late_bias_cal.fits,2461181.682147222,DN_UMa_direct,check,1792.0493215515808,678.222540825298,2484917.2373962402,8243.233063312668,310614.65467453003,1030.4041329140834,ok,23.889873501868237,-86.10269543156005
light_V_8s_2026_05_20-0053_flat_0p3_late_bias_cal.fits,2461181.682147222,gaia_774287774887292672_src5,comparison,1915.5335023281746,1087.1320446004208,-12.362964630126953,39.780087723492294,-1.5453705787658691,4.972510965436537,nonpositive_flux,23.889873501868237,-86.10269543156005
light_V_8s_2026_05_20-0053_flat_0p3_late_bias_cal.fits,2461181.682147222,gaia_774288805679445888_src7,comparison,1791.8851236341643,1343.946795250321,-31.33920669555664,42.318562942321414,-3.91740083694458,5.289820367790177,nonpositive_flux,23.889873501868237,-86.10269543156005
light_V_8s_2026_05_20-0053_flat_0p3_late_bias_cal.fits,2461181.682147222,gaia_774289041901756032_src4,comparison,1876.0343474767265,1446.5501134604292,18.924667358398438,42.225108535519155,2.3655834197998047,5.278138566939894,ok,23.889873501868237,-86.10269543156005
light_V_8s_2026_05_20-0053_flat_0p3_late_bias_cal.fits,2461181.682147222,gaia_774271076054448768_src2,comparison,1492.3980427823099,265.0371183315123,-72.290283203125,42.964119877730994,-9.036285400390625,5.370514984716374,nonpositive_flux,23.889873501868237,-86.10269543156005
light_V_8s_2026_05_20-0053_flat_0p3_late_bias_cal.fits,2461181.682147222,gaia_774272862760870784_src1,comparison,601.6511737003812,83.46118119576406,48.20659637451172,44.17955180939292,6.025824546813965,5.522443976174115,ok,23.889873501868237,-86.10269543156005
light_V_8s_2026_05_20-0053_flat_0p3_late_bias_cal.fits,2461181.682147222,gaia_774384016513181696_src3,comparison,263.270483126746,1044.4451019198564,10.71451187133789,41.865218650236756,1.3393139839172363,5.2331523312795944,ok,23.889873501868237,-86.10269543156005
light_V_8s_2026_05_20-0053_flat_0p3_late_bias_cal.fits,2461181.682147222,gaia_774289488578357504_src6,comparison,828.9627138632025,963.4202685786008,-31.580291748046875,41.89344789223088,-3.9475364685058594,5.23668098652886,nonpositive_flux,23.889873501868237,-86.10269543156005
light_V_8s_2026_05_20-0053_flat_0p3_late_bias_cal.fits,2461181.682147222,gaia_774290626745586944_src8,comparison,913.8862331718136,1310.4914125557998,3.33154296875,42.24845822746387,0.41644287109375,5.281057278432984,ok,23.889873501868237,-86.10269543156005
light_V_8s_2026_05_20-0054_flat_0p3_late_bias_cal.fits,2461181.6823388888,target_V0399_direct,target,1867.025827284963,623.7299455466127,1764228.5438995361,4500.247248037386,220528.56798744202,562.5309060046733,ok,24.095029151523136,-86.12344311647968
light_V_8s_2026_05_20-0054_flat_0p3_late_bias_cal.fits,2461181.6823388888,DN_UMa_direct,check,1792.2715481912758,678.1937886813276,2574050.2200927734,7789.521256110912,321756.2775115967,973.690157013864,ok,24.095029151523136,-86.12344311647968
light_V_8s_2026_05_20-0054_flat_0p3_late_bias_cal.fits,2461181.6823388888,gaia_774287774887292672_src5,comparison,1915.7386579778295,1087.1112969155013,46.32099151611328,42.253271575197154,5.79012393951416,5.281658946899644,ok,24.095029151523136,-86.12344311647968
light_V_8s_2026_05_20-0054_flat_0p3_late_bias_cal.fits,2461181.6823388888,gaia_774288805679445888_src7,comparison,1792.0902792838192,1343.9260475654014,58.992584228515625,42.91319734575332,7.374073028564453,5.364149668219165,ok,24.095029151523136,-86.12344311647968
light_V_8s_2026_05_20-0054_flat_0p3_late_bias_cal.fits,2461181.6823388888,gaia_774289041901756032_src4,comparison,1876.2395031263814,1446.5293657755096,-44.91400146484375,45.63065812329543,-5.614250183105469,5.703832265411929,nonpositive_flux,24.095029151523136,-86.12344311647968
light_V_8s_2026_05_20-0054_flat_0p3_late_bias_cal.fits,2461181.6823388888,gaia_774271076054448768_src2,comparison,1492.6031984319648,265.0163706465927,16.312118530273438,39.77049626339814,2.0390148162841797,4.971312032924767,ok,24.095029151523136,-86.12344311647968
light_V_8s_2026_05_20-0054_flat_0p3_late_bias_cal.fits,2461181.6823388888,gaia_774272862760870784_src1,comparison,601.856329350036,83.44043351084443,-58.858829498291016,44.20205688730682,-7.357353687286377,5.525257110913352,nonpositive_flux,24.095029151523136,-86.12344311647968
light_V_8s_2026_05_20-0054_flat_0p3_late_bias_cal.fits,2461181.6823388888,gaia_774384016513181696_src3,comparison,263.4756387764009,1044.4243542349368,25.860794067382812,42.55395931343361,3.2325992584228516,5.319244914179201,ok,24.095029151523136,-86.12344311647968
light_V_8s_2026_05_20-0054_flat_0p3_late_bias_cal.fits,2461181.6823388888,gaia_774289488578357504_src6,comparison,829.1678695128574,963.3995208936813,-46.330928802490234,41.08623350124413,-5.791366100311279,5.135779187655516,nonpositive_flux,24.095029151523136,-86.12344311647968
light_V_8s_2026_05_20-0054_flat_0p3_late_bias_cal.fits,2461181.6823388888,gaia_774290626745586944_src8,comparison,914.0913888214685,1310.4706648708802,23.511749267578125,42.62289072989255,2.9389686584472656,5.327861341236569,ok,24.095029151523136,-86.12344311647968
light_V_8s_2026_05_20-0055_flat_0p3_late_bias_cal.fits,2461181.682530903,target_V0399_direct,target,1867.3121472607288,622.1887638699909,1419595.0131225586,5835.173575874378,177449.37664031982,729.3966969842973,ok,24.36546754667461,-87.70240316257247
light_V_8s_2026_05_20-0055_flat_0p3_late_bias_cal.fits,2461181.682530903,DN_UMa_direct,check,1792.526105005813,676.5770502657639,2094278.4671020508,9811.553908681162,261784.80838775635,1226.4442385851453,ok,24.36546754667461,-87.70240316257247
