precession_period_hr,superhump_period_min,superhump_period_s,orbital_period_s,N,k,dof,chi2,reduced_chi2,aic_chi2,bic_chi2,sse,bic_sse,rms_pct,fundamental_amp_pct,harmonic_amp_pct,fundamental_phase_cycles,harmonic_phase_cycles,delta_chi2
19.268422807602533,17.403640086456402,1044.2184051873842,1028.7322,138,5,133,340.5916713225091,2.5608396340038277,350.5916713225091,365.2279397482951,0.02874977736465175,-1145.104025399669,1.4433700843294084,0.7336622017252504,0.8917817707842588,0.7721318445801826,0.731142160864767,4.128031682356607
19.276425475158387,17.403531321666065,1044.211879299964,1028.7322,138,5,133,340.59651364640547,2.5608760424541765,350.59651364640547,365.23278207219147,0.028750243680926067,-1145.1017870823714,1.4433817898849404,0.7336439254050929,0.8917649429977131,0.7721057154004876,0.7311065256127414,4.132874006252962
19.28442814271424,17.403422648504087,1044.2053589102452,1028.7322,138,5,133,340.6013545890472,2.560912440519152,350.6013545890472,365.2376230148332,0.028750709817277204,-1145.099549664988,1.4433934908291342,0.7336256669399561,0.8917481108950717,0.7720796075799723,0.7310709200209071,4.137714948894711
19.29243081027009,17.40331406685473,1044.1988440112839,1028.7322,138,5,133,340.60619414841926,2.5609488281836037,350.60619414841926,365.24246257420526,0.02875117577362878,-1145.0973131478422,1.443405187160184,0.733607426304829,0.891731274506005,0.7720535210924697,0.7310353440525719,4.142554508266755
19.30043347782594,17.403205576602453,1044.1923345961472,1028.7322,138,5,133,340.6110323225134,2.5609852054324316,350.6110323225134,365.2473007482994,0.028751641549904897,-1145.0950775312551,1.4434168788762978,0.7335892034747372,0.8917144338600932,0.7720274559118526,0.7309997976711048,4.1473926823608736
19.308436145381794,17.403097177631903,1044.1858306579143,1028.7322,138,5,133,340.6158691093362,2.561021572250648,350.6158691093362,365.2521375351222,0.028752107146030693,-1145.0928428155428,1.4434285659757078,0.7335709984247538,0.8916975889868216,0.7720014120120329,0.7309642808399266,4.1522294691836805
19.316438812937648,17.402988869827926,1044.1793321896755,1028.7322,138,5,133,340.6207045069003,2.5610579286233106,350.6207045069003,365.2569729326863,0.028752572561931675,-1145.0906090010199,1.4434402484566564,0.7335528111300014,0.8916807399155862,0.7719753893669725,0.7309287935225283,4.157064866747817
19.324441480493498,17.402880653075556,1044.1728391845334,1028.7322,138,5,133,340.6255385132307,2.561094274535569,350.6255385132307,365.2618069390167,0.028753037797534145,-1145.0883760879965,1.4434519263174062,0.7335346415656491,0.8916638866757097,0.771949387950672,0.7308933356824525,4.161898873078201
19.33244414804935,17.402772527260026,1044.1663516356016,1028.7322,138,5,133,340.6303711263615,2.561130609972643,350.6303711263615,365.2666395521475,0.02875350285276511,-1145.08614407678,1.443463599556237,0.7335164897068875,0.8916470292963836,0.7719234077371735,0.7308579072833048,4.166731486209017
19.340446815605205,17.402664492266766,1044.159869536006,1028.7322,138,5,133,340.6352023443362,2.561166934919821,350.6352023443362,365.2714707701222,0.028753967727552107,-1145.0839129676751,1.443475268171442,0.7334983555289786,0.8916301678067581,0.7718974487005675,0.7308225082887512,4.171562704183714
19.348449483161055,17.402556547981387,1044.1533928788833,1028.7322,138,5,133,340.6400321652076,2.561203249362463,350.6400321652076,365.27630059099357,0.028754432421823403,-1145.0816827609829,1.4434869321613328,0.733480239007219,0.8916133022358493,0.7718715108149737,0.7307871386625149,4.176392525055064
19.356452150716905,17.402448694289692,1044.1469216573814,1028.7322,138,5,133,340.64486058704165,2.5612395532860273,350.64486058704165,365.28112901282765,0.02875489693550809,-1145.0794534570002,1.443498591524242,0.7334621401169426,0.8915964326126279,0.771845594054567,0.7307517983683773,4.181220946889141
19.36445481827276,17.402340931077692,1044.1404558646616,1028.7322,138,5,133,340.6496876079099,2.5612758466760144,350.6496876079099,365.2859560336959,0.028755361268535586,-1145.0772250560228,1.4435102462585097,0.7334440588335336,0.8915795589659359,0.771819698393561,0.7307164873701848,4.186047967757418
19.372457485828612,17.402233258231572,1044.1339954938944,1028.7322,138,5,133,340.6545132258965,2.5613121295180186,350.6545132258965,365.2907816516825,0.02875582542083631,-1145.0749975583415,1.4435218963625018,0.7334259951324233,0.8915626813245465,0.7717938238062062,0.7306812056318366,4.1908735857439865
19.380460153384462,17.402125675637713,1044.1275405382628,1028.7322,138,5,133,340.6593374390936,2.561348401797696,350.6593374390936,365.2956058648796,0.028756289392341036,-1145.0727709642451,1.443533541834593,0.7334079489890905,0.8915457997171484,0.7717679702667997,0.7306459531172911,4.195697798941069
19.388462820940312,17.40201818318269,1044.1210909909614,1028.7322,138,5,133,340.6641602456034,2.5613846635007773,350.6641602456034,365.3004286713894,0.028756753182981307,-1145.0705452740192,1.4435451826731769,0.7333899203790144,0.8915289141723274,0.7717421377496859,0.7306107297905711,4.20052060545089
19.396465488496165,17.401910780753262,1044.1146468451957,1028.7322,138,5,133,340.66898164353995,2.561420914613082,350.66898164353995,365.30525006932595,0.02875721679268953,-1145.0683204879451,1.443556818876669,0.7333719092777999,0.8915120247185924,0.7717163262292285,0.7305755356157502,4.205342003387443
19.40446815605202,17.401803468236384,1044.108208094183,1028.7322,138,5,133,340.67380163102314,2.5614571551204746,350.67380163102314,365.31007005680914,0.028757680221398345,-1145.0660966063028,1.4435684504434911,0.7333539156610098,0.8914951313843638,0.7716905356798682,0.7305403705569684,4.210161990870631
