file,jd,minutes,object_id,role,x,y,pred_x,pred_y,match_dist,flux,flux_err,flux_rate,flux_rate_err,flag,n_sources
light_V_8s_2026_05_20-0005_flat_0p3_late_bias_cal.fits,2461181.6729527777,1.10649973154068,gaia_774289488578357504_src6,comparison,808.3717765330902,1049.2687404609644,808.1717638047369,1049.3075587940136,0.2037448268890281,8814.245971679688,111.01413914974464,1101.780746459961,13.87676739371808,ok,21
light_V_8s_2026_05_20-0005_flat_0p3_late_bias_cal.fits,2461181.6729527777,1.10649973154068,gaia_774290626745586944_src8,comparison,893.5790034281183,1396.4189261144177,893.0203921038681,1396.3918136990203,0.5592688929748356,2759.3908157348633,74.46864248857712,344.9238519668579,9.30858031107214,ok,21
light_V_8s_2026_05_20-0006_flat_0p3_late_bias_cal.fits,2461181.6731434027,1.3809996843338013,target_V0399_direct,target,1836.0633166775551,633.2956601566749,1836.0633166775551,633.2956601566749,0.0,1507636.3814086914,5670.661674610555,188454.54767608643,708.8327093263193,ok,20
light_V_8s_2026_05_20-0006_flat_0p3_late_bias_cal.fits,2461181.6731434027,1.3809996843338013,DN_UMa_direct,check,1761.2578463992118,687.7107482578743,1761.2578463992118,687.7107482578743,0.0,2215156.7098999023,9286.751659117144,276894.5887374878,1160.843957389643,ok,20
light_V_8s_2026_05_20-0006_flat_0p3_late_bias_cal.fits,2461181.6731434027,1.3809996843338013,gaia_774287774887292672_src5,comparison,1940.428247699773,1081.8064331622647,1940.5107933120264,1081.6560563349217,0.17154290514052303,9378.441207885742,114.53895923268023,1172.3051509857178,14.317369904085028,ok,20
light_V_8s_2026_05_20-0006_flat_0p3_late_bias_cal.fits,2461181.6731434027,1.3809996843338013,gaia_774288805679445888_src7,comparison,1851.2757867046353,1352.4860213589993,1851.230516403523,1352.232306037974,0.2577224559206337,7751.3763427734375,104.75462639923019,968.9220428466797,13.094328299903774,ok,20
light_V_8s_2026_05_20-0006_flat_0p3_late_bias_cal.fits,2461181.6731434027,1.3809996843338013,gaia_774289041901756032_src4,comparison,1947.7273504129782,1443.3931860697085,1947.934571034068,1443.0276650563624,0.4201737700076231,9840.565231323242,119.16862600035417,1230.0706539154053,14.89607825004427,ok,20
light_V_8s_2026_05_20-0006_flat_0p3_late_bias_cal.fits,2461181.6731434027,1.3809996843338013,gaia_774271076054448768_src2,comparison,1414.3244858048179,321.4945434417658,1414.570370783252,321.63221806806,0.28180440973268667,15990.545654296875,149.1856160007691,1998.8182067871094,18.648202000096138,ok,20
light_V_8s_2026_05_20-0006_flat_0p3_late_bias_cal.fits,2461181.6731434027,1.3809996843338013,gaia_774272862760870784_src1,comparison,507.5342142320844,256.98996431407943,508.1377271687684,257.0824349527324,0.610556044731178,23580.430877685547,182.077877410407,2947.5538597106934,22.759734676300877,ok,20
light_V_8s_2026_05_20-0006_flat_0p3_late_bias_cal.fits,2461181.6731434027,1.3809996843338013,gaia_774384016513181696_src3,comparison,296.7071437373132,1253.4216086832662,297.26562886624606,1253.4531494811022,0.5593750630545785,10729.463500976562,128.71901193315736,1341.1829376220703,16.08987649164467,ok,20
light_V_8s_2026_05_20-0006_flat_0p3_late_bias_cal.fits,2461181.6731434027,1.3809996843338013,gaia_774289488578357504_src6,comparison,847.0477687243877,1099.9540530705226,847.4769236736223,1099.8366964721497,0.44491183579925303,8036.772567749023,107.66071372707917,1004.5965709686279,13.457589215884896,ok,20
light_V_8s_2026_05_20-0006_flat_0p3_late_bias_cal.fits,2461181.6731434027,1.3809996843338013,gaia_774290626745586944_src8,comparison,976.4239256363462,1433.324986160139,976.6277656645901,1432.8468191455672,0.5198023190972465,2631.2196197509766,73.12342806853742,328.90245246887207,9.140428508567178,ok,20
