file,jd,exptime,object_id,role,x,y,registered,dx,dy,matches,flux,flux_err,flux_rate,flux_rate_err,saturated,flag
light_V0399_V_8s_2026_05_20-0057_flat_0p3_early_bias_cal.fits,2461181.699788773,8.0,gaia_774288805679445888_src7,comparison,1948.4530574888554,1354.1529027653144,True,3.8550879637235766,2.414039681891609,8,-82.44877624511719,170.6801948083045,-10.306097030639648,21.33502435103806,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0057_flat_0p3_early_bias_cal.fits,2461181.699788773,8.0,gaia_774290626745586944_src8,comparison,1075.316164971397,1436.4125972251775,True,3.8550879637235766,2.414039681891609,8,-12.07168197631836,98.2557983741864,-1.508960247039795,12.2819747967733,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0057_flat_0p3_early_bias_cal.fits,2461181.699788773,8.0,DN_UMa,check,1856.6750879637234,689.0440396818916,True,3.8550879637235766,2.414039681891609,8,5576.42170715332,40886.3257931539,697.052713394165,5110.790724144237,False,ok
light_V0399_V_8s_2026_05_20-0058_flat_0p3_early_bias_cal.fits,2461181.6999804396,8.0,target,target,1932.4588956539014,635.3692644631733,True,4.518895653901325,2.849264463173313,8,4282.335548400879,32997.27376441096,535.2919435501099,4124.65922055137,False,ok
light_V0399_V_8s_2026_05_20-0058_flat_0p3_early_bias_cal.fits,2461181.6999804396,8.0,gaia_774272862760870784_src1,comparison,604.0973564454002,260.93512469241665,True,4.518895653901325,2.849264463173313,8,-139.4598274230957,579.6319716901395,-17.432478427886963,72.45399646126744,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0058_flat_0p3_early_bias_cal.fits,2461181.6999804396,8.0,gaia_774271076054448768_src2,comparison,1511.236781477313,324.1654754946494,True,4.518895653901325,2.849264463173313,8,-207.05977630615234,432.7864672605013,-25.882472038269043,54.09830840756266,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0058_flat_0p3_early_bias_cal.fits,2461181.6999804396,8.0,gaia_774384016513181696_src3,comparison,395.1310322139269,1257.3640524990312,True,4.518895653901325,2.849264463173313,8,-267.0276794433594,268.59253507995714,-33.37845993041992,33.57406688499464,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0058_flat_0p3_early_bias_cal.fits,2461181.6999804396,8.0,gaia_774289041901756032_src4,comparison,2045.9063331614443,1445.200014354709,True,4.518895653901325,2.849264463173313,8,-102.87947463989258,220.9881683824845,-12.859934329986572,27.623521047810563,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0058_flat_0p3_early_bias_cal.fits,2461181.6999804396,8.0,gaia_774287774887292672_src5,comparison,2038.327479988417,1083.5828418186993,True,4.518895653901325,2.849264463173313,8,-197.69653701782227,243.42279035974505,-24.712067127227783,30.42784879496813,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0058_flat_0p3_early_bias_cal.fits,2461181.6999804396,8.0,gaia_774289488578357504_src6,comparison,945.1730191736676,1103.340037750825,True,4.518895653901325,2.849264463173313,8,-54.87263870239258,212.4492350468524,-6.859079837799072,26.55615438085655,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0058_flat_0p3_early_bias_cal.fits,2461181.6999804396,8.0,gaia_774288805679445888_src7,comparison,1949.116865179033,1354.588127546596,True,4.518895653901325,2.849264463173313,8,-187.88243103027344,177.1395151509493,-23.48530387878418,22.142439393868663,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0058_flat_0p3_early_bias_cal.fits,2461181.6999804396,8.0,gaia_774290626745586944_src8,comparison,1075.979972661575,1436.8478220064592,True,4.518895653901325,2.849264463173313,8,-111.55302810668945,90.48011087441013,-13.944128513336182,11.310013859301266,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0058_flat_0p3_early_bias_cal.fits,2461181.6999804396,8.0,DN_UMa,check,1857.3388956539013,689.4792644631733,True,4.518895653901325,2.849264463173313,8,6023.555160522461,46708.997191681396,752.9443950653076,5838.624648960174,False,ok
light_V0399_V_8s_2026_05_20-0059_flat_0p3_early_bias_cal.fits,2461181.7001721063,8.0,target,target,1930.9563727636016,634.177218683108,True,3.0163727636015665,1.657218683107999,8,2074.8336486816406,13753.756072651327,259.3542060852051,1719.219509081416,False,ok
light_V0399_V_8s_2026_05_20-0059_flat_0p3_early_bias_cal.fits,2461181.7001721063,8.0,gaia_774272862760870784_src1,comparison,602.5948335551005,259.74307891235134,True,3.0163727636015665,1.657218683107999,8,-142.52851486206055,266.93589029558876,-17.81606435775757,33.366986286948595,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0059_flat_0p3_early_bias_cal.fits,2461181.7001721063,8.0,gaia_774271076054448768_src2,comparison,1509.734258587013,322.9734297145841,True,3.0163727636015665,1.657218683107999,8,-45.6019287109375,213.85690941752225,-5.7002410888671875,26.73211367719028,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0059_flat_0p3_early_bias_cal.fits,2461181.7001721063,8.0,gaia_774384016513181696_src3,comparison,393.62850932362716,1256.1720067189658,True,3.0163727636015665,1.657218683107999,8,-171.11640548706055,138.07998868271292,-21.38955068588257,17.259998585339115,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0059_flat_0p3_early_bias_cal.fits,2461181.7001721063,8.0,gaia_774289041901756032_src4,comparison,2044.4038102711445,1444.0079685746437,True,3.0163727636015665,1.657218683107999,8,-153.0328826904297,96.0461846256785,-19.12911033630371,12.005773078209813,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0059_flat_0p3_early_bias_cal.fits,2461181.7001721063,8.0,gaia_774287774887292672_src5,comparison,2036.8249570981172,1082.390796038634,True,3.0163727636015665,1.657218683107999,8,-79.86557006835938,113.14055830132867,-9.983196258544922,14.142569787666083,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0059_flat_0p3_early_bias_cal.fits,2461181.7001721063,8.0,gaia_774289488578357504_src6,comparison,943.6704962833678,1102.14799197076,True,3.0163727636015665,1.657218683107999,8,5.4978179931640625,104.11719415782157,0.6872272491455078,13.014649269727697,False,ok
light_V0399_V_8s_2026_05_20-0059_flat_0p3_early_bias_cal.fits,2461181.7001721063,8.0,gaia_774288805679445888_src7,comparison,1947.6143422887333,1353.3960817665306,True,3.0163727636015665,1.657218683107999,8,-90.79912567138672,83.81941336328903,-11.34989070892334,10.477426670411129,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0059_flat_0p3_early_bias_cal.fits,2461181.7001721063,8.0,gaia_774290626745586944_src8,comparison,1074.4774497712751,1435.6557762263938,True,3.0163727636015665,1.657218683107999,8,-134.05935287475586,57.02012901194749,-16.757419109344482,7.127516126493436,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0059_flat_0p3_early_bias_cal.fits,2461181.7001721063,8.0,DN_UMa,check,1855.8363727636015,688.287218683108,True,3.0163727636015665,1.657218683107999,8,3314.697769165039,20403.455511156568,414.3372211456299,2550.431938894571,False,ok
light_V0399_V_8s_2026_05_20-0060_flat_0p3_early_bias_cal.fits,2461181.7003641203,8.0,target,target,1930.9347526755944,634.5610389062791,True,2.994752675594299,2.041038906279141,8,1794.2319107055664,11696.998202801233,224.2789888381958,1462.124775350154,False,ok
light_V0399_V_8s_2026_05_20-0060_flat_0p3_early_bias_cal.fits,2461181.7003641203,8.0,gaia_774272862760870784_src1,comparison,602.5732134670933,260.1268991355225,True,2.994752675594299,2.041038906279141,8,-104.9307632446289,233.04194926356692,-13.116345405578613,29.130243657945865,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0060_flat_0p3_early_bias_cal.fits,2461181.7003641203,8.0,gaia_774271076054448768_src2,comparison,1509.7126384990058,323.3572499377552,True,2.994752675594299,2.041038906279141,8,-104.58771514892578,182.72628570208607,-13.073464393615723,22.84078571276076,False,nonpositive_flux
light_V0399_V_8s_2026_05_20-0060_flat_0p3_early_bias_cal.fits,2461181.7003641203,8.0,gaia_774384016513181696_src3,comparison,393.60688923561986,1256.5558269421372,True,2.994752675594299,2.041038906279141,8,-244.36452865600586,126.46379863899321,-30.545566082000732,15.807974829874151,False,nonpositive_flux
